date,mean,std,q05,q25,q50,q75,q95
2016-09-29,0.684672919109027,0.07001049782638671,0.54,0.65,0.7000000000000001,0.73,0.78
2016-10-07,0.6508276670574443,0.0845951372217572,0.48,0.61,0.67,0.71,0.77
2016-10-15,0.5941524032825323,0.07091193114277554,0.45,0.56,0.6,0.64,0.6900000000000001
2016-10-23,0.53168347010551,0.0760398992641609,0.38,0.49,0.54,0.59,0.64
2016-10-31,0.4508862837045721,0.08573282450474135,0.3,0.4,0.46,0.49,0.59
2016-11-08,0.4045908558030481,0.09106084569457443,0.26,0.34,0.39,0.48,0.55
2016-11-16,0.34511840562719814,0.07021348321458659,0.24,0.28,0.34,0.39,0.45999999999999996
2016-11-24,0.3321547479484173,0.08422948870909497,0.2,0.28,0.33,0.39,0.47000000000000003
2016-12-02,0.2951301289566236,0.07094761830811627,0.2,0.24,0.28,0.34,0.44
2016-12-10,0.2533458382180539,0.06521270974271728,0.16,0.22,0.24,0.28,0.38
2016-12-18,0.2502930832356389,0.06247106461909959,0.16,0.21,0.24,0.28,0.38
2016-12-26,0.2506494724501758,0.065240291640192,0.16,0.21,0.25,0.28,0.37
